"category","reason","business_status","name","address","source_url","google_match_name","google_match_address","google_place_id","google_maps_url","moved_place_id"
"suspected_closed","Google Places businessStatus = CLOSED_PERMANENTLY","CLOSED_PERMANENTLY","甜宅 cafe'","苗栗縣苗栗市忠孝路142號","https://www.facebook.com/momo.sweet.house.cafe/","甜宅 Cafe'","忠孝路142號","ChIJGxx5UQisaTQRorVfoPrIvLI","",""
"review","Google Places businessStatus = CLOSED_TEMPORARILY","CLOSED_TEMPORARILY","OLULU Cafe & 傑恩咖啡工廠(苑裡店)","苗栗縣苑裡鎮上館里九鄰上館180-1號","https://www.facebook.com/JustGoCoffee/","OLULU Cafe & 傑恩咖啡工廠（OLULU Cafe暫時歇業啦～轉換型態中！新模式還請待後續公告🙏）","火炎山七路180號358","ChIJ-35dhJ0PaTQRjr84hDzrMhU","",""
