"category","reason","business_status","name","address","source_url","google_match_name","google_match_address","google_place_id","google_maps_url","moved_place_id"
"suspected_closed","Google Places businessStatus = CLOSED_PERMANENTLY","CLOSED_PERMANENTLY","MOST木思埔里店","南投縣埔里鎮民有三街11號","https://www.facebook.com/MOSTPULI/","木思MOST全新健康廚房","民有三街11號","ChIJUfFtJ5HZaDQRxsvFk-uj-4E","",""
"suspected_closed","Google Places businessStatus = CLOSED_PERMANENTLY","CLOSED_PERMANENTLY","麥子鄉村咖啡屋 My Coffee","南投縣草屯鎮信義街25號","https://www.facebook.com/pages/category/Cafe/%E9%BA%A5%E5%AD%90%E9%84%89%E6%9D%91%E5%92%96%E5%95%A1%E5%B1%8B-My-Coffee-346908279117377/","麥子鄉村咖啡屋 My Coffee","信義街25號","ChIJIzfKomUwaTQRjDP3B-zG9gQ","",""
"suspected_closed","Google Places businessStatus = CLOSED_PERMANENTLY","CLOSED_PERMANENTLY","不靠海工作室","南投縣埔里鎮育樂路8號","https://www.facebook.com/BSMochi/","不靠海工作室","育樂路8號","ChIJH2O1MaLZaDQRKuLVtKWdGlI","",""
